fips,white,non_white,pctwhite
13309,4713.0,7421.0,0.6350896105646139
13311,26077.0,27144.0,0.9606911287945771
13313,94067.0,102599.0,0.9168412947494615
13315,5842.0,9255.0,0.6312263641274987
13317,5788.0,10593.0,0.5463985650901538
13319,5710.0,9563.0,0.5970929624594793
13321,15323.0,21679.0,0.706813044882144
15001,64419.0,185079.0,0.3480621788533545
15003,206179.0,953207.0,0.21630034189845437
15005,25.0,90.0,0.2777777777777778
15007,22678.0,67091.0,0.3380185121700377
15009,55750.0,154834.0,0.3600630352506555
16001,364426.0,392365.0,0.9287933429332382
16003,3855.0,3976.0,0.9695674044265593
16005,76289.0,82839.0,0.9209309624693683
16007,5874.0,5986.0,0.9812896759104577
16009,8082.0,9285.0,0.8704361873990307
16011,40970.0,45607.0,0.8983270112044204
16013,20546.0,21376.0,0.9611714071856288
16015,6763.0,7028.0,0.9622936824132043
16017,39442.0,40877.0,0.9648946840521565
16019,99618.0,104234.0,0.9557150258073182
16021,10466.0,10972.0,0.9538826102807145
16023,2825.0,2891.0,0.9771705292286406
16025,1080.0,1117.0,0.9668755595344674
16027,177999.0,188923.0,0.9421775008866046
16029,6791.0,6963.0,0.9752980037340226
16031,22051.0,22952.0,0.9607441617288254
16033,932.0,982.0,0.9490835030549898
16035,8306.0,8761.0,0.9480652893505308
16037,4275.0,4368.0,0.9787087912087912
16039,24054.0,27038.0,0.8896368074561728
16041,12509.0,12786.0,0.9783356796496168
16043,12831.0,13242.0,0.9689623923878569
16045,16145.0,16719.0,0.9656678030982714
16047,14806.0,15464.0,0.9574495602690118
16049,15385.0,16267.0,0.9457797995942706
16051,25248.0,26140.0,0.965876052027544
16053,21367.0,22374.0,0.9549924018950567
16055,132071.0,138494.0,0.9536225396046039
16057,34991.0,37244.0,0.9395070346901514
16059,7697.0,7936.0,0.9698840725806451
16061,3507.0,3821.0,0.9178225595393876
16063,5043.0,5208.0,0.9683179723502304
16065,36310.0,37536.0,0.9673380221653879
16067,19131.0,20069.0,0.9532612486920126
16069,35700.0,39265.0,0.909206672609194
16071,4191.0,4286.0,0.9778348110125992
16073,10569.0,11526.0,0.9169703279541905
16075,21487.0,22623.0,0.9497856164080802
16077,7361.0,7817.0,0.9416656006140464
16079,12265.0,12765.0,0.9608303956130043
16081,9923.0,10170.0,0.9757128810226156
16083,73539.0,77230.0,0.9522076913116665
16085,9600.0,9862.0,0.9734333806530115
16087,9777.0,10198.0,0.9587173955677584
17001,63123.0,67103.0,0.940688195758759
17003,5097.0,8238.0,0.6187181354697742
17005,16283.0,17768.0,0.9164227825303917
17007,50719.0,54165.0,0.9363795809101818
17009,5486.0,6937.0,0.7908317716592187
17011,33995.0,34978.0,0.9718966207330322
17013,5044.0,5089.0,0.9911573983100805
17015,14989.0,15387.0,0.9741340092285695
17017,12960.0,13642.0,0.9500073303034746
17019,151620.0,201081.0,0.7540244975905233
17021,33764.0,34800.0,0.9702298850574713
17023,16096.0,16335.0,0.9853688399142945
17025,13574.0,13815.0,0.9825551936301122
17027,35709.0,37762.0,0.9456331762088872
17029,50335.0,53873.0,0.934327028381564
17031,3420279.0,5194675.0,0.658420209156492
17033,18535.0,19817.0,0.9353080688297926
17035,10878.0,11048.0,0.9846125995655323
17037,93641.0,105160.0,0.8904621529098516
17039,16201.0,16561.0,0.9782621822353723
17041,19584.0,19980.0,0.9801801801801802
17043,759423.0,916924.0,0.828228948091663
17045,18323.0,18576.0,0.9863802756244616
17047,6608.0,6721.0,0.9831870257402172
17049,33700.0,34242.0,0.9841714853104375
17051,20851.0,22140.0,0.9417795844625113
17053,13791.0,14081.0,0.9794048718130814
17055,38788.0,39561.0,0.9804605545865878
17057,35078.0,37069.0,0.9462893522889746
